timestamp,type,price,qty,usdt,fee,pnl,pnl_pct,entry_price
2024-02-28 10:25:00,BUY,59855.82,0.00016696789050755633,10.0,0.005999999999999999,,,
2024-02-28 13:35:00,SELL,61243.0,0.00016696789050755633,10.21947914964326,0.006135368711012563,0.22547914964325955,2.3175357049657,59855.82
2024-03-15 03:10:00,BUY,68191.35,0.00014659034429764965,10.002194791496432,0.006001316874897859,,,
2024-03-15 04:15:00,SELL,67898.85,0.00014659034429764965,9.947343809435122,0.005971989479348682,-0.04884966518641143,-0.42894003418322113,68191.35
2024-11-18 12:40:00,BUY,91212.0,0.00010958695450057902,10.00164628167582,0.006000987769005491,,,
2024-11-18 13:40:00,SELL,90953.82,0.00010958695450057902,9.961371722713457,0.005980411280396312,-0.03427357119335639,-0.2830548612024657,91212.0
2025-01-16 22:40:00,BUY,101024.42,9.8938878243147e-05,10.001243536086196,0.006000746121651718,,,
2025-01-16 23:15:00,SELL,101014.7,9.8938878243147e-05,9.98828453540558,0.005996568662440812,-0.006958254558965038,-0.009621436084464691,101024.42
2025-01-19 00:10:00,BUY,104757.07,9.541230274683838e-05,10.00111394607939,0.006000668367647633,,,
2025-01-19 01:00:00,SELL,104679.86,9.541230274683838e-05,9.981753845920366,0.005992647896289993,-0.013359431791375442,-0.07370385597841406,104757.07
2025-01-23 11:05:00,BUY,103537.99,9.653384031185803e-05,10.0009203450778,0.006000552207046679,,,
2025-01-23 13:15:00,SELL,104960.0,9.653384031185803e-05,10.126112564005139,0.00607931512747957,0.1311927711343852,1.373418587708719,103537.99
2025-03-14 12:25:00,BUY,84126.5,0.00011882309336423972,10.002172267267072,0.006001303360360243,,,
2025-03-14 13:30:00,SELL,84406.16,0.00011882309336423972,10.023383389578838,0.006017640618118173,0.027212425672125562,0.3324279507646265,84126.5
2025-04-25 11:30:00,BUY,94856.79,0.00010538394718884222,10.00238437849019,0.006001430627094113,,,
2025-04-25 12:05:00,SELL,94912.57,0.00010538394718884222,9.996259907678628,0.006001356758662374,-0.00012304018446762655,0.0588044356128996,94856.79
2025-08-12 09:35:00,BUY,118742.52,8.418485425357153e-05,10.002323133782074,0.006001393880269244,,,
2025-08-12 13:25:00,SELL,119453.14,8.418485425357153e-05,10.050111493922856,0.006033687108618884,0.053789754021051905,0.5984545384416595,118742.52
2025-10-03 12:55:00,BUY,122103.29,8.187166239970318e-05,10.002801017383483,0.006001680610430089,,,
2025-10-03 13:45:00,SELL,121607.07,8.187166239970318e-05,9.950199276668798,0.005973703788274243,-0.04660006010425555,-0.4063936360764617,122103.29
